Entity,Code,Day,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,Sinovac,Johnson&Johnson
Lithuania,LTU,2021-04-28,75565,208489,625985,0,62
Romania,ROU,2020-12-27,0,0,965,0,0
Romania,ROU,2020-12-28,0,0,2066,0,0
Romania,ROU,2020-12-29,0,0,2778,0,0
Romania,ROU,2020-12-30,0,0,5666,0,0
Romania,ROU,2020-12-31,0,0,10289,0,0
Romania,ROU,2021-01-01,0,0,11656,0,0
Romania,ROU,2021-01-02,0,0,13242,0,0
Romania,ROU,2021-01-03,0,0,13596,0,0
Romania,ROU,2021-01-04,0,0,25508,0,0
Romania,ROU,2021-01-05,0,0,41609,0,0
Romania,ROU,2021-01-06,0,0,58554,0,0
Romania,ROU,2021-01-07,0,0,76400,0,0
Romania,ROU,2021-01-08,0,0,92706,0,0
Romania,ROU,2021-01-09,0,0,102301,0,0
Romania,ROU,2021-01-10,0,0,108294,0,0
Romania,ROU,2021-01-11,0,0,125190,0,0
Romania,ROU,2021-01-12,0,0,140447,0,0
Romania,ROU,2021-01-13,0,0,154268,0,0
Romania,ROU,2021-01-14,0,0,168089,0,0
Romania,ROU,2021-01-15,0,0,184146,0,0
Romania,ROU,2021-01-16,0,0,196567,0,0
Romania,ROU,2021-01-17,0,0,204662,0,0
Romania,ROU,2021-01-18,0,0,234899,0,0
Romania,ROU,2021-01-19,0,0,269706,0,0
Romania,ROU,2021-01-20,0,0,308044,0,0
Romania,ROU,2021-01-21,0,0,347756,0,0
Romania,ROU,2021-01-22,0,0,385596,0,0
Romania,ROU,2021-01-23,0,0,418545,0,0
Romania,ROU,2021-01-24,0,0,445945,0,0
Romania,ROU,2021-01-25,0,0,484291,0,0
Romania,ROU,2021-01-26,0,0,528038,0,0
Romania,ROU,2021-01-27,0,0,570364,0,0
Romania,ROU,2021-01-28,0,0,609056,0,0
Romania,ROU,2021-01-29,0,0,646660,0,0
Romania,ROU,2021-01-30,0,0,672056,0,0
Romania,ROU,2021-01-31,0,0,691075,0,0
Romania,ROU,2021-02-01,0,0,720844,0,0
Romania,ROU,2021-02-02,0,0,748392,0,0
Romania,ROU,2021-02-03,0,0,771862,0,0
Romania,ROU,2021-02-04,6443,0,788012,0,0
Romania,ROU,2021-02-05,14944,0,806268,0,0
Romania,ROU,2021-02-06,23087,0,817385,0,0
Romania,ROU,2021-02-07,31026,0,824956,0,0
Romania,ROU,2021-02-08,35454,0,855554,0,0
Romania,ROU,2021-02-09,40399,0,889416,0,0
Romania,ROU,2021-02-10,44448,0,926179,0,0
Romania,ROU,2021-02-11,47769,0,961312,0,0
Romania,ROU,2021-02-12,51388,0,997068,0,0
Romania,ROU,2021-02-13,54855,0,1028900,0,0
Romania,ROU,2021-02-14,57881,0,1055753,0,0
Romania,ROU,2021-02-15,60916,6812,1083043,0,0
Romania,ROU,2021-02-16,63951,13624,1111098,0,0
Romania,ROU,2021-02-17,69323,22956,1139713,0,0
Romania,ROU,2021-02-18,71707,31858,1168247,0,0
Romania,ROU,2021-02-19,72378,41296,1196266,0,0
Romania,ROU,2021-02-20,72676,50440,1219748,0,0
Romania,ROU,2021-02-21,72791,58747,1239270,0,0
Romania,ROU,2021-02-22,72935,68534,1259204,0,0
Romania,ROU,2021-02-23,73010,78141,1278866,0,0
Romania,ROU,2021-02-24,73017,87871,1297346,0,0
Romania,ROU,2021-02-25,73020,98055,1307417,0,0
Romania,ROU,2021-02-26,73020,109339,1315258,0,0
Romania,ROU,2021-02-27,73020,119310,1320991,0,0
Romania,ROU,2021-02-28,73020,127371,1324066,0,0
Romania,ROU,2021-03-01,73020,136586,1347000,0,0
Romania,ROU,2021-03-02,73020,146051,1375693,0,0
Romania,ROU,2021-03-03,73020,154730,1405699,0,0
Romania,ROU,2021-03-04,79862,162337,1434988,0,0
Romania,ROU,2021-03-05,88224,170102,1466214,0,0
Romania,ROU,2021-03-06,96530,177516,1499132,0,0
Romania,ROU,2021-03-07,104227,184012,1530123,0,0
Romania,ROU,2021-03-08,108871,190326,1562623,0,0
Romania,ROU,2021-03-09,113813,197660,1598547,0,0
Romania,ROU,2021-03-10,117819,204910,1638693,0,0
Romania,ROU,2021-03-11,121218,211212,1678903,0,0
Romania,ROU,2021-03-12,124766,217059,1718894,0,0
Romania,ROU,2021-03-13,128144,222922,1758375,0,0
Romania,ROU,2021-03-14,131137,228280,1792723,0,0
Romania,ROU,2021-03-15,137600,235679,1828437,0,0
Romania,ROU,2021-03-16,149732,242742,1869226,0,0
Romania,ROU,2021-03-17,158781,249300,1907900,0,0
Romania,ROU,2021-03-18,165150,256243,1946513,0,0
Romania,ROU,2021-03-19,169966,263394,1984407,0,0
Romania,ROU,2021-03-20,174732,271485,2022454,0,0
Romania,ROU,2021-03-21,179154,279325,2054609,0,0
Romania,ROU,2021-03-22,183177,286648,2090459,0,0
Romania,ROU,2021-03-23,187546,294985,2135815,0,0
Romania,ROU,2021-03-24,191868,302969,2182617,0,0
Romania,ROU,2021-03-25,196122,310485,2229733,0,0
Romania,ROU,2021-03-26,200231,318056,2273184,0,0
Romania,ROU,2021-03-27,204969,326640,2318409,0,0
Romania,ROU,2021-03-28,209212,334912,2360607,0,0
Romania,ROU,2021-03-29,213039,342263,2401887,0,0
Romania,ROU,2021-03-30,217516,349827,2454264,0,0
Romania,ROU,2021-03-31,221682,356402,2501784,0,0
Romania,ROU,2021-04-01,226033,362660,2548790,0,0
Romania,ROU,2021-04-02,230533,368974,2595945,0,0
Romania,ROU,2021-04-03,235329,374819,2640729,0,0
Romania,ROU,2021-04-04,239724,379020,2680468,0,0
Romania,ROU,2021-04-05,243667,382996,2723919,0,0
Romania,ROU,2021-04-06,248385,386430,2770716,0,0
Romania,ROU,2021-04-07,253339,389001,2818530,0,0
Romania,ROU,2021-04-08,258603,391469,2867621,0,0
Romania,ROU,2021-04-09,263626,393982,2914374,0,0
Romania,ROU,2021-04-10,271279,397094,2965548,0,0
Romania,ROU,2021-04-11,278832,399252,3012825,0,0
Romania,ROU,2021-04-12,287423,407271,3059096,0,0
Romania,ROU,2021-04-13,296167,417067,3117146,0,0
Romania,ROU,2021-04-14,305182,426913,3178405,0,0
Romania,ROU,2021-04-15,314259,436165,3240132,0,0
Romania,ROU,2021-04-16,323062,446329,3300799,0,0
Romania,ROU,2021-04-17,332539,456172,3362657,0,0
Romania,ROU,2021-04-18,341162,464653,3417475,0,0
Romania,ROU,2021-04-19,349011,475051,3474495,0,0
Romania,ROU,2021-04-20,358891,485089,3543461,0,0
Romania,ROU,2021-04-21,369970,495208,3614041,0,0
Romania,ROU,2021-04-22,380592,505247,3680757,0,0
Romania,ROU,2021-04-23,390799,516765,3749432,0,0
Romania,ROU,2021-04-24,402275,526446,3817954,0,0
Romania,ROU,2021-04-25,411876,534300,3877603,0,0
Romania,ROU,2021-04-26,421055,543893,3939640,0,0
Romania,ROU,2021-04-27,430234,553486,4001677,0,0
Romania,ROU,2021-04-28,438905,562816,4067466,0,0
United States,USA,2021-01-12,3835859,0,5488697,0,0
United States,USA,2021-01-13,4249795,0,6025872,0,0
United States,USA,2021-01-15,5122662,0,7153268,0,0
United States,USA,2021-01-19,6828561,0,8874811,0,0
United States,USA,2021-01-20,7239750,0,9281063,0,0
United States,USA,2021-01-21,7724683,0,9817027,0,0
United States,USA,2021-01-22,8407909,0,10695066,0,0
United States,USA,2021-01-23,9061112,0,11471457,0,0
United States,USA,2021-01-24,9689497,0,12153536,0,0
United States,USA,2021-01-25,10084432,0,12551999,0,0
United States,USA,2021-01-26,10431466,0,13009981,0,0
United States,USA,2021-01-27,11001991,0,13550835,0,0
United States,USA,2021-01-28,11737592,0,14355980,0,0
United States,USA,2021-01-29,12619210,0,15164858,0,0
United States,USA,2021-01-30,13499942,0,15977015,0,0
United States,USA,2021-01-31,14246089,0,16775916,0,0
United States,USA,2021-02-01,14756609,0,17364398,0,0
United States,USA,2021-02-02,15006565,0,17672866,0,0
United States,USA,2021-02-03,15567188,0,18209204,0,0
United States,USA,2021-02-04,16260102,0,18841309,0,0
United States,USA,2021-02-05,17133644,0,19582865,0,0
United States,USA,2021-02-06,18336515,0,20598212,0,0
United States,USA,2021-02-07,19485089,0,21622193,0,0
United States,USA,2021-02-08,20066305,0,22247484,0,0
United States,USA,2021-02-09,20416765,0,22685406,0,0
United States,USA,2021-02-10,21189540,0,23475749,0,0
United States,USA,2021-02-11,22038088,0,24246868,0,0
United States,USA,2021-02-12,23111715,0,25192628,0,0
United States,USA,2021-02-13,24297615,0,26237417,0,0
United States,USA,2021-02-14,25505313,0,27271797,0,0
United States,USA,2021-02-16,26738383,0,28374410,0,0
United States,USA,2021-02-17,27287041,0,28886690,0,0
United States,USA,2021-02-18,28043413,0,29585627,0,0
United States,USA,2021-02-19,29044336,0,30431247,0,0
United States,USA,2021-02-20,29909492,0,31270062,0,0
United States,USA,2021-02-21,30747615,0,32232422,0,0
United States,USA,2021-02-22,31212925,0,32853883,0,0
United States,USA,2021-02-23,31569021,0,33352170,0,0
United States,USA,2021-02-24,32194245,0,34159027,0,0
United States,USA,2021-02-25,33066503,0,35095003,0,0
United States,USA,2021-02-26,34181226,0,36159403,0,0
United States,USA,2021-02-27,35422721,0,37269195,0,0
United States,USA,2021-02-28,36694414,0,38426567,0,0
United States,USA,2021-03-01,37522293,0,39262524,0,0
United States,USA,2021-03-02,38319678,0,40196532,0,0
United States,USA,2021-03-03,39248180,0,41175807,0,0
United States,USA,2021-03-04,40261524,0,42193285,0,0
United States,USA,2021-03-05,41507728,0,43373717,0,0
United States,USA,2021-03-06,42977312,0,44774584,0,0
United States,USA,2021-03-07,44195607,0,45932122,0,0
United States,USA,2021-03-08,44936695,0,46824290,0,208590
United States,USA,2021-03-09,45635740,0,47628226,0,308181
United States,USA,2021-03-10,46535646,0,48605159,0,458911
United States,USA,2021-03-11,47733656,0,49708920,0,638469
United States,USA,2021-03-12,49169578,0,50960400,0,873726
United States,USA,2021-03-13,51292130,0,53096054,0,1189207
United States,USA,2021-03-14,51951820,0,53708091,0,1273958
United States,USA,2021-03-15,52883263,0,54643581,0,1428465
United States,USA,2021-03-16,53647312,0,55393141,0,1569675
United States,USA,2021-03-17,54643195,0,56499018,0,1766131
United States,USA,2021-03-18,55811286,0,57876875,0,1911052
United States,USA,2021-03-19,56941640,0,59214724,0,2025349
United States,USA,2021-03-20,58294583,0,60849627,0,2163681
United States,USA,2021-03-21,59518840,0,62529418,0,2298614
United States,USA,2021-03-22,60275003,0,63693721,0,2406337
United States,USA,2021-03-23,60913292,0,64679659,0,2489153
United States,USA,2021-03-24,61719260,0,65995871,0,2622182
United States,USA,2021-03-25,62877755,0,67555076,0,2734367
United States,USA,2021-03-26,64313721,0,69368232,0,2863246
United States,USA,2021-03-27,65811340,0,71246219,0,2982453
United States,USA,2021-03-28,67249447,0,72981111,0,3090712
United States,USA,2021-03-29,68177850,0,74338025,0,3155418
United States,USA,2021-03-30,68858013,0,75386890,0,3215657
United States,USA,2021-03-31,69930956,0,76891912,0,3307113
United States,USA,2021-04-01,71338865,0,78717917,0,3429880
United States,USA,2021-04-02,72997571,0,80845236,0,3617377
United States,USA,2021-04-03,74713387,0,82986550,0,3840647
United States,USA,2021-04-04,76038933,0,84810406,0,4054089
United States,USA,2021-04-05,76791212,0,86041963,0,4204015
United States,USA,2021-04-06,77285350,0,86855993,0,4299901
United States,USA,2021-04-07,78315776,0,88463874,0,4544552
United States,USA,2021-04-08,79551820,0,90256586,0,4917225
United States,USA,2021-04-09,80944104,0,92355733,0,5382365
United States,USA,2021-04-10,82622178,0,94715143,0,5972101
United States,USA,2021-04-11,83847244,0,96586783,0,6453740
United States,USA,2021-04-12,84694388,0,97978125,0,6859877
United States,USA,2021-04-13,85435687,0,99453295,0,7233726
United States,USA,2021-04-14,86221076,0,100891617,0,7517671
United States,USA,2021-04-15,87539652,0,102877491,0,7736781
United States,USA,2021-04-16,89199649,0,105070417,0,7848027
United States,USA,2021-04-17,90718986,0,107083884,0,7902746
United States,USA,2021-04-18,92181455,0,109122092,0,7935549
United States,USA,2021-04-19,93002433,0,110461905,0,7949021
United States,USA,2021-04-20,93672874,0,111585824,0,7961251
United States,USA,2021-04-21,94684047,0,113104771,0,7993255
United States,USA,2021-04-22,95913701,0,114844028,0,8018365
United States,USA,2021-04-23,97353734,0,116754631,0,8040727
United States,USA,2021-04-24,98778973,0,118628496,0,8058239
United States,USA,2021-04-25,100031926,0,120373717,0,8079863
United States,USA,2021-04-26,100830533,0,121674501,0,8087269
United States,USA,2021-04-27,101463903,0,122669679,0,8097650
United States,USA,2021-04-28,102356935,0,123980028,0,8124392
