Entity,Code,Day,new_vaccinations_smoothed
Africa,,2021-01-11,500
Africa,,2021-01-12,500
Africa,,2021-01-13,500
Africa,,2021-01-14,600
Africa,,2021-01-15,667
Africa,,2021-01-16,1000
Africa,,2021-01-17,1118
Africa,,2021-01-18,1236
Africa,,2021-01-19,1354
Africa,,2021-01-20,1595
Africa,,2021-01-21,1718
Africa,,2021-01-22,1841
Africa,,2021-01-23,1622
Africa,,2021-01-24,1433
Africa,,2021-01-25,1463
Africa,,2021-01-26,1677
Africa,,2021-01-27,1775
Africa,,2021-01-28,1965
Africa,,2021-01-29,1996
Africa,,2021-01-30,14836
Africa,,2021-01-31,19979
Africa,,2021-02-01,30975
Africa,,2021-02-02,38916
Africa,,2021-02-03,45937
Africa,,2021-02-04,51671
Africa,,2021-02-05,59446
Africa,,2021-02-06,54656
Africa,,2021-02-07,55849
Africa,,2021-02-08,50970
Africa,,2021-02-09,52305
Africa,,2021-02-10,64098
Africa,,2021-02-11,74046
Africa,,2021-02-12,102656
Africa,,2021-02-13,134483
Africa,,2021-02-14,151062
Africa,,2021-02-15,167642
Africa,,2021-02-16,186365
Africa,,2021-02-17,193118
Africa,,2021-02-18,199310
Africa,,2021-02-19,192631
Africa,,2021-02-20,167250
Africa,,2021-02-21,145119
Africa,,2021-02-22,139843
Africa,,2021-02-23,126935
Africa,,2021-02-24,143698
Africa,,2021-02-25,161558
Africa,,2021-02-26,166218
Africa,,2021-02-27,178477
Africa,,2021-02-28,178796
Africa,,2021-03-01,192279
Africa,,2021-03-02,199773
Africa,,2021-03-03,181517
Africa,,2021-03-04,162184
Africa,,2021-03-05,161529
Africa,,2021-03-06,163847
Africa,,2021-03-07,168558
Africa,,2021-03-08,187189
Africa,,2021-03-09,184261
Africa,,2021-03-10,208376
Africa,,2021-03-11,214435
Africa,,2021-03-12,224714
Africa,,2021-03-13,253097
Africa,,2021-03-14,249643
Africa,,2021-03-15,256037
Africa,,2021-03-16,269616
Africa,,2021-03-17,249830
Africa,,2021-03-18,249692
Africa,,2021-03-19,245808
Africa,,2021-03-20,201338
Africa,,2021-03-21,202056
Africa,,2021-03-22,163371
Africa,,2021-03-23,150620
Africa,,2021-03-24,255536
Africa,,2021-03-25,269844
Africa,,2021-03-26,267800
Africa,,2021-03-27,301154
Africa,,2021-03-28,335054
Africa,,2021-03-29,348008
Africa,,2021-03-30,355231
Africa,,2021-03-31,293505
Africa,,2021-04-01,288646
Africa,,2021-04-02,272251
Africa,,2021-04-03,245023
Africa,,2021-04-04,217181
Africa,,2021-04-05,208693
Africa,,2021-04-06,229052
Africa,,2021-04-07,212079
Africa,,2021-04-08,281207
Africa,,2021-04-09,281394
Africa,,2021-04-10,284921
Africa,,2021-04-11,297126
Africa,,2021-04-12,290828
Africa,,2021-04-13,256563
Africa,,2021-04-14,253019
Africa,,2021-04-15,165359
Africa,,2021-04-16,175811
Africa,,2021-04-17,195606
Africa,,2021-04-18,255362
Africa,,2021-04-19,270574
Africa,,2021-04-20,280125
Africa,,2021-04-21,259005
Africa,,2021-04-22,256221
Africa,,2021-04-23,250209
Africa,,2021-04-24,215424
Africa,,2021-04-25,145622
Africa,,2021-04-26,128935
Africa,,2021-04-27,129302
Africa,,2021-04-28,250309
Africa,,2021-04-29,248709
Africa,,2021-04-30,245950
Africa,,2021-05-01,256226
Africa,,2021-05-02,253048
Africa,,2021-05-03,263927
Africa,,2021-05-04,282118
Africa,,2021-05-05,167411
Africa,,2021-05-06,176897
Africa,,2021-05-07,238150
Africa,,2021-05-08,248936
Africa,,2021-05-09,366497
Africa,,2021-05-10,407378
Africa,,2021-05-11,426810
Africa,,2021-05-12,544466
Africa,,2021-05-13,546732
Africa,,2021-05-14,489661
Africa,,2021-05-15,505611
Africa,,2021-05-16,393237
Africa,,2021-05-17,407646
Africa,,2021-05-18,456598
Africa,,2021-05-19,380536
Africa,,2021-05-20,416954
Africa,,2021-05-21,466315
Albania,ALB,2021-01-11,64
Albania,ALB,2021-01-12,64
Albania,ALB,2021-01-13,63
Albania,ALB,2021-01-14,66
Albania,ALB,2021-01-15,62
Albania,ALB,2021-01-16,62
Albania,ALB,2021-01-17,58
Albania,ALB,2021-01-18,55
Albania,ALB,2021-01-19,51
Albania,ALB,2021-01-20,47
Albania,ALB,2021-01-21,40
Albania,ALB,2021-01-22,34
Albania,ALB,2021-01-23,26
Albania,ALB,2021-01-24,21
Albania,ALB,2021-01-25,15
Albania,ALB,2021-01-26,9
Albania,ALB,2021-01-27,4
Albania,ALB,2021-01-28,0
Albania,ALB,2021-01-29,0
Albania,ALB,2021-01-30,0
Albania,ALB,2021-01-31,0
Albania,ALB,2021-02-01,0
Albania,ALB,2021-02-02,0
Albania,ALB,2021-02-03,12
Albania,ALB,2021-02-04,24
Albania,ALB,2021-02-05,35
Albania,ALB,2021-02-06,47
Albania,ALB,2021-02-07,59
Albania,ALB,2021-02-08,71
Albania,ALB,2021-02-09,82
Albania,ALB,2021-02-10,81
Albania,ALB,2021-02-11,79
Albania,ALB,2021-02-12,78
Albania,ALB,2021-02-13,76
Albania,ALB,2021-02-14,75
Albania,ALB,2021-02-15,73
Albania,ALB,2021-02-16,72
Albania,ALB,2021-02-17,72
Albania,ALB,2021-02-18,254
Albania,ALB,2021-02-19,405
Albania,ALB,2021-02-20,516
Albania,ALB,2021-02-21,627
Albania,ALB,2021-02-22,739
Albania,ALB,2021-02-23,891
Albania,ALB,2021-02-24,1043
Albania,ALB,2021-02-25,1012
Albania,ALB,2021-02-26,1000
Albania,ALB,2021-02-27,1027
Albania,ALB,2021-02-28,1054
Albania,ALB,2021-03-01,1081
Albania,ALB,2021-03-02,1026
Albania,ALB,2021-03-03,971
Albania,ALB,2021-03-04,927
Albania,ALB,2021-03-05,897
Albania,ALB,2021-03-06,867
Albania,ALB,2021-03-07,838
Albania,ALB,2021-03-08,808
Albania,ALB,2021-03-09,820
Albania,ALB,2021-03-10,831
Albania,ALB,2021-03-11,857
Albania,ALB,2021-03-12,883
Albania,ALB,2021-03-13,1042
Albania,ALB,2021-03-14,1201
Albania,ALB,2021-03-15,1361
Albania,ALB,2021-03-16,1520
Albania,ALB,2021-03-17,1679
Albania,ALB,2021-03-18,1960
Albania,ALB,2021-03-19,2240
Albania,ALB,2021-03-20,2386
Albania,ALB,2021-03-21,2533
Albania,ALB,2021-03-22,2679
Albania,ALB,2021-03-23,2895
Albania,ALB,2021-03-24,2946
Albania,ALB,2021-03-25,3287
Albania,ALB,2021-03-26,3276
Albania,ALB,2021-03-27,3113
Albania,ALB,2021-03-28,4678
Albania,ALB,2021-03-29,7204
Albania,ALB,2021-03-30,9662
Albania,ALB,2021-03-31,12122
Albania,ALB,2021-04-01,13731
Albania,ALB,2021-04-02,15748
Albania,ALB,2021-04-03,17346
Albania,ALB,2021-04-04,16412
Albania,ALB,2021-04-05,15435
Albania,ALB,2021-04-06,14610
Albania,ALB,2021-04-07,13362
Albania,ALB,2021-04-08,12440
Albania,ALB,2021-04-09,11170
Albania,ALB,2021-04-10,10188
Albania,ALB,2021-04-11,9898
Albania,ALB,2021-04-12,8689
Albania,ALB,2021-04-13,8518
Albania,ALB,2021-04-14,8639
Albania,ALB,2021-04-15,8849
Albania,ALB,2021-04-16,9135
Albania,ALB,2021-04-17,9719
Albania,ALB,2021-04-18,10105
Albania,ALB,2021-04-19,11200
Albania,ALB,2021-04-20,9826
Albania,ALB,2021-04-21,11318
Albania,ALB,2021-04-22,11216
Albania,ALB,2021-04-23,10961
Albania,ALB,2021-04-24,10746
Albania,ALB,2021-04-25,10205
Albania,ALB,2021-04-26,8955
Albania,ALB,2021-04-27,9551
Albania,ALB,2021-04-28,8793
Albania,ALB,2021-04-29,10036
Albania,ALB,2021-04-30,12222
Albania,ALB,2021-05-01,13423
Albania,ALB,2021-05-02,14489
Albania,ALB,2021-05-03,15555
Albania,ALB,2021-05-04,17219
Albania,ALB,2021-05-05,17565
Albania,ALB,2021-05-06,16997
Albania,ALB,2021-05-07,15541
Albania,ALB,2021-05-08,14677
Albania,ALB,2021-05-09,13462
Albania,ALB,2021-05-10,13637
Albania,ALB,2021-05-11,12160
Albania,ALB,2021-05-12,10870
Albania,ALB,2021-05-13,9445
Albania,ALB,2021-05-14,9662
Albania,ALB,2021-05-15,9355
Albania,ALB,2021-05-16,10166
Albania,ALB,2021-05-17,9589
Albania,ALB,2021-05-18,9491
Albania,ALB,2021-05-19,9305
Albania,ALB,2021-05-20,9344
Algeria,DZA,2021-01-30,30
Algeria,DZA,2021-01-31,1889
Algeria,DZA,2021-02-01,2509
Algeria,DZA,2021-02-02,2819
Algeria,DZA,2021-02-03,3005
Algeria,DZA,2021-02-04,3129
Algeria,DZA,2021-02-05,3217
Algeria,DZA,2021-02-06,3748
Algeria,DZA,2021-02-07,3748
Algeria,DZA,2021-02-08,3748
Algeria,DZA,2021-02-09,3748
Algeria,DZA,2021-02-10,3748
Algeria,DZA,2021-02-11,3748
Algeria,DZA,2021-02-12,3748
Algeria,DZA,2021-02-13,3748
Algeria,DZA,2021-02-14,3748
Algeria,DZA,2021-02-15,3748
Algeria,DZA,2021-02-16,3748
Algeria,DZA,2021-02-17,3748
Algeria,DZA,2021-02-18,3748
Algeria,DZA,2021-02-19,3748
Andorra,AND,2021-01-26,66
Andorra,AND,2021-01-27,66
Andorra,AND,2021-01-28,66
Andorra,AND,2021-01-29,66
Andorra,AND,2021-01-30,66
Andorra,AND,2021-01-31,66
Andorra,AND,2021-02-01,66
Andorra,AND,2021-02-02,60
Andorra,AND,2021-02-03,55
Andorra,AND,2021-02-04,50
Andorra,AND,2021-02-05,44
Andorra,AND,2021-02-06,39
Andorra,AND,2021-02-07,34
Andorra,AND,2021-02-08,28
Andorra,AND,2021-02-09,28
Andorra,AND,2021-02-10,28
Andorra,AND,2021-02-11,48
Andorra,AND,2021-02-12,68
Andorra,AND,2021-02-13,74
Andorra,AND,2021-02-14,81
Andorra,AND,2021-02-15,87
Andorra,AND,2021-02-16,94
Andorra,AND,2021-02-17,100
Andorra,AND,2021-02-18,87
Andorra,AND,2021-02-19,74
Andorra,AND,2021-02-20,71
Andorra,AND,2021-02-21,67
Andorra,AND,2021-02-22,64
Andorra,AND,2021-02-23,60
Andorra,AND,2021-02-24,57
Andorra,AND,2021-02-25,56
Andorra,AND,2021-02-26,55
Andorra,AND,2021-02-27,63
Andorra,AND,2021-02-28,72
Andorra,AND,2021-03-01,80
Andorra,AND,2021-03-02,89
Andorra,AND,2021-03-03,97
Andorra,AND,2021-03-04,103
Andorra,AND,2021-03-05,108
Andorra,AND,2021-03-06,108
Andorra,AND,2021-03-07,108
Andorra,AND,2021-03-08,108
Andorra,AND,2021-03-09,186
Andorra,AND,2021-03-10,264
Andorra,AND,2021-03-11,347
Andorra,AND,2021-03-12,430
Andorra,AND,2021-03-13,513
Andorra,AND,2021-03-14,596
Andorra,AND,2021-03-15,679
Andorra,AND,2021-03-16,619
Andorra,AND,2021-03-17,559
Andorra,AND,2021-03-18,493
Andorra,AND,2021-03-19,428
Andorra,AND,2021-03-20,357
Andorra,AND,2021-03-21,287
Andorra,AND,2021-03-22,217
Andorra,AND,2021-03-23,212
Andorra,AND,2021-03-24,207
Andorra,AND,2021-03-25,202
Andorra,AND,2021-03-26,197
Andorra,AND,2021-03-27,197
Andorra,AND,2021-03-28,197
Andorra,AND,2021-03-29,197
Andorra,AND,2021-03-30,197
Andorra,AND,2021-03-31,197
Andorra,AND,2021-04-01,197
Andorra,AND,2021-04-02,197
Andorra,AND,2021-04-03,197
Andorra,AND,2021-04-04,197
Andorra,AND,2021-04-05,573
Andorra,AND,2021-04-06,588
Andorra,AND,2021-04-07,603
Andorra,AND,2021-04-08,619
Andorra,AND,2021-04-09,634
Andorra,AND,2021-04-10,649
Andorra,AND,2021-04-11,664
Andorra,AND,2021-04-12,542
Andorra,AND,2021-04-13,649
Andorra,AND,2021-04-14,755
Andorra,AND,2021-04-15,862
Andorra,AND,2021-04-16,969
Andorra,AND,2021-04-17,1075
Andorra,AND,2021-04-18,1182
Andorra,AND,2021-04-19,1050
Andorra,AND,2021-04-20,943
Andorra,AND,2021-04-21,835
Andorra,AND,2021-04-22,728
Andorra,AND,2021-04-23,621
Andorra,AND,2021-04-24,513
Andorra,AND,2021-04-25,406
Andorra,AND,2021-04-26,298
Andorra,AND,2021-04-27,264
Andorra,AND,2021-04-28,229
Andorra,AND,2021-04-29,194
Andorra,AND,2021-04-30,159
Andorra,AND,2021-05-01,124
Andorra,AND,2021-05-02,89
Andorra,AND,2021-05-03,54
Andorra,AND,2021-05-04,102
Andorra,AND,2021-05-05,151
Andorra,AND,2021-05-06,199
Andorra,AND,2021-05-07,248
Andorra,AND,2021-05-08,296
Andorra,AND,2021-05-09,345
Andorra,AND,2021-05-10,393
Andorra,AND,2021-05-11,351
Andorra,AND,2021-05-12,309
Andorra,AND,2021-05-13,267
Andorra,AND,2021-05-14,224
Andorra,AND,2021-05-15,182
Andorra,AND,2021-05-16,140
Andorra,AND,2021-05-17,98
Angola,AGO,2021-03-02,881
Angola,AGO,2021-03-03,881
Angola,AGO,2021-03-04,881
Angola,AGO,2021-03-05,881
Angola,AGO,2021-03-06,881
Angola,AGO,2021-03-07,881
Angola,AGO,2021-03-08,881
Angola,AGO,2021-03-09,1367
Angola,AGO,2021-03-10,1853
Angola,AGO,2021-03-11,2339
Angola,AGO,2021-03-12,2825
Angola,AGO,2021-03-13,3311
Angola,AGO,2021-03-14,3797
Angola,AGO,2021-03-15,4283
Angola,AGO,2021-03-16,4283
Angola,AGO,2021-03-17,4283
Angola,AGO,2021-03-18,4283
Angola,AGO,2021-03-19,4577
Angola,AGO,2021-03-20,4870
Angola,AGO,2021-03-21,5163
Angola,AGO,2021-03-22,5457
Angola,AGO,2021-03-23,5750
Angola,AGO,2021-03-24,6044
Angola,AGO,2021-03-25,6681
Angola,AGO,2021-03-26,7025
Angola,AGO,2021-03-27,7369
Angola,AGO,2021-03-28,7713
Angola,AGO,2021-03-29,8057
Angola,AGO,2021-03-30,8060
Angola,AGO,2021-03-31,8062
Angola,AGO,2021-04-01,7720
Angola,AGO,2021-04-02,7379
Angola,AGO,2021-04-03,7037
Angola,AGO,2021-04-04,6695
Angola,AGO,2021-04-05,6354
Angola,AGO,2021-04-06,6354
Angola,AGO,2021-04-07,7271
Angola,AGO,2021-04-08,8188
Angola,AGO,2021-04-09,9105
Angola,AGO,2021-04-10,10022
Angola,AGO,2021-04-11,10939
Angola,AGO,2021-04-12,12710
Angola,AGO,2021-04-13,14481
Angola,AGO,2021-04-14,15335
Angola,AGO,2021-04-15,16189
Angola,AGO,2021-04-16,17043
Angola,AGO,2021-04-17,17897
Angola,AGO,2021-04-18,18751
Angola,AGO,2021-04-19,18751
Angola,AGO,2021-04-20,18247
Angola,AGO,2021-04-21,17743
Angola,AGO,2021-04-22,17240
Angola,AGO,2021-04-23,16736
Angola,AGO,2021-04-24,15337
Angola,AGO,2021-04-25,13939
Angola,AGO,2021-04-26,12540
Angola,AGO,2021-04-27,11645
Angola,AGO,2021-04-28,10750
Angola,AGO,2021-04-29,9854
Angola,AGO,2021-04-30,8959
Angola,AGO,2021-05-01,8959
Angola,AGO,2021-05-02,8959
Angola,AGO,2021-05-03,8959
Angola,AGO,2021-05-04,8959
Angola,AGO,2021-05-05,8959
Angola,AGO,2021-05-06,8959
Angola,AGO,2021-05-07,8959
Angola,AGO,2021-05-08,8959
Angola,AGO,2021-05-09,8959
Angola,AGO,2021-05-10,8959
Angola,AGO,2021-05-11,8959
Angola,AGO,2021-05-12,8959
Angola,AGO,2021-05-13,8987
Angola,AGO,2021-05-14,9015
Angola,AGO,2021-05-15,9043
Angola,AGO,2021-05-16,9071
Angola,AGO,2021-05-17,9099
Angola,AGO,2021-05-18,9127
Angola,AGO,2021-05-19,11468
Angola,AGO,2021-05-20,13781
Angola,AGO,2021-05-21,16093
Anguilla,AIA,2021-02-05,149
Anguilla,AIA,2021-02-06,149
Anguilla,AIA,2021-02-07,149
Anguilla,AIA,2021-02-08,149
Anguilla,AIA,2021-02-09,149
Anguilla,AIA,2021-02-10,149
Anguilla,AIA,2021-02-11,149
Anguilla,AIA,2021-02-12,149
Anguilla,AIA,2021-02-13,149
Anguilla,AIA,2021-02-14,331
Anguilla,AIA,2021-02-15,323
Anguilla,AIA,2021-02-16,316
Anguilla,AIA,2021-02-17,309
Anguilla,AIA,2021-02-18,301
Anguilla,AIA,2021-02-19,294
Anguilla,AIA,2021-02-20,286
Anguilla,AIA,2021-02-21,97
Anguilla,AIA,2021-02-22,97
Anguilla,AIA,2021-02-23,97
Anguilla,AIA,2021-02-24,97
Anguilla,AIA,2021-02-25,97
Anguilla,AIA,2021-02-26,97
Anguilla,AIA,2021-02-27,93
Anguilla,AIA,2021-02-28,89
Anguilla,AIA,2021-03-01,86
Anguilla,AIA,2021-03-02,82
Anguilla,AIA,2021-03-03,78
Anguilla,AIA,2021-03-04,74
Anguilla,AIA,2021-03-05,70
Anguilla,AIA,2021-03-06,70
Anguilla,AIA,2021-03-07,70
Anguilla,AIA,2021-03-08,70
Anguilla,AIA,2021-03-09,70
Anguilla,AIA,2021-03-10,71
Anguilla,AIA,2021-03-11,71
Anguilla,AIA,2021-03-12,72
Anguilla,AIA,2021-03-13,73
Anguilla,AIA,2021-03-14,71
Anguilla,AIA,2021-03-15,69
Anguilla,AIA,2021-03-16,68
Anguilla,AIA,2021-03-17,65
Anguilla,AIA,2021-03-18,63
Anguilla,AIA,2021-03-19,60
Anguilla,AIA,2021-03-20,53
Anguilla,AIA,2021-03-21,47
Anguilla,AIA,2021-03-22,42
Anguilla,AIA,2021-03-23,36
Anguilla,AIA,2021-03-24,31
Anguilla,AIA,2021-03-25,26
Anguilla,AIA,2021-03-26,20
Anguilla,AIA,2021-03-27,20
Anguilla,AIA,2021-03-28,20
Anguilla,AIA,2021-03-29,20
Anguilla,AIA,2021-03-30,20
Anguilla,AIA,2021-03-31,20
Anguilla,AIA,2021-04-01,20
Anguilla,AIA,2021-04-02,20
Anguilla,AIA,2021-04-03,20
Anguilla,AIA,2021-04-04,20
Anguilla,AIA,2021-04-05,20
Anguilla,AIA,2021-04-06,20
Anguilla,AIA,2021-04-07,20
Anguilla,AIA,2021-04-08,20
Anguilla,AIA,2021-04-09,20
Anguilla,AIA,2021-04-10,20
Anguilla,AIA,2021-04-11,20
Anguilla,AIA,2021-04-12,20
Anguilla,AIA,2021-04-13,33
Anguilla,AIA,2021-04-14,45
Anguilla,AIA,2021-04-15,57
Anguilla,AIA,2021-04-16,69
Anguilla,AIA,2021-04-17,82
Anguilla,AIA,2021-04-18,94
Anguilla,AIA,2021-04-19,106
Anguilla,AIA,2021-04-20,106
Anguilla,AIA,2021-04-21,106
Anguilla,AIA,2021-04-22,106
Anguilla,AIA,2021-04-23,127
Anguilla,AIA,2021-04-24,148
Anguilla,AIA,2021-04-25,169
Anguilla,AIA,2021-04-26,190
Anguilla,AIA,2021-04-27,211
Anguilla,AIA,2021-04-28,232
Anguilla,AIA,2021-04-29,253
Anguilla,AIA,2021-04-30,253
Anguilla,AIA,2021-05-01,253
Anguilla,AIA,2021-05-02,253
Anguilla,AIA,2021-05-03,253
Anguilla,AIA,2021-05-04,253
Anguilla,AIA,2021-05-05,253
Anguilla,AIA,2021-05-06,253
Anguilla,AIA,2021-05-07,253
Anguilla,AIA,2021-05-08,253
Anguilla,AIA,2021-05-09,253
Anguilla,AIA,2021-05-10,253
Anguilla,AIA,2021-05-11,253
Anguilla,AIA,2021-05-12,253
Anguilla,AIA,2021-05-13,253
Anguilla,AIA,2021-05-14,253
Anguilla,AIA,2021-05-15,253
Anguilla,AIA,2021-05-16,253
Anguilla,AIA,2021-05-17,253
Antigua and Barbuda,ATG,2021-02-17,895
Antigua and Barbuda,ATG,2021-02-18,895
Antigua and Barbuda,ATG,2021-02-19,895
Antigua and Barbuda,ATG,2021-02-20,895
Antigua and Barbuda,ATG,2021-02-21,895
Antigua and Barbuda,ATG,2021-02-22,895
Antigua and Barbuda,ATG,2021-02-23,895
Antigua and Barbuda,ATG,2021-02-24,895
Antigua and Barbuda,ATG,2021-02-25,895
Antigua and Barbuda,ATG,2021-02-26,895
Antigua and Barbuda,ATG,2021-02-27,895
Antigua and Barbuda,ATG,2021-02-28,895
Antigua and Barbuda,ATG,2021-03-01,895
Antigua and Barbuda,ATG,2021-03-02,895
Antigua and Barbuda,ATG,2021-03-03,895
Antigua and Barbuda,ATG,2021-03-04,895
Antigua and Barbuda,ATG,2021-03-05,895
Antigua and Barbuda,ATG,2021-03-06,895
Antigua and Barbuda,ATG,2021-03-07,895
Antigua and Barbuda,ATG,2021-03-08,895
Antigua and Barbuda,ATG,2021-03-09,895
Antigua and Barbuda,ATG,2021-03-10,895
Antigua and Barbuda,ATG,2021-03-11,895
Antigua and Barbuda,ATG,2021-03-12,895
Antigua and Barbuda,ATG,2021-03-13,895
Antigua and Barbuda,ATG,2021-03-14,895
Antigua and Barbuda,ATG,2021-03-15,895
Antigua and Barbuda,ATG,2021-03-16,821
Antigua and Barbuda,ATG,2021-03-17,747
Antigua and Barbuda,ATG,2021-03-18,674
Antigua and Barbuda,ATG,2021-03-19,600
Antigua and Barbuda,ATG,2021-03-20,490
Antigua and Barbuda,ATG,2021-03-21,380
Antigua and Barbuda,ATG,2021-03-22,270
Antigua and Barbuda,ATG,2021-03-23,233
Antigua and Barbuda,ATG,2021-03-24,197
Antigua and Barbuda,ATG,2021-03-25,161
Antigua and Barbuda,ATG,2021-03-26,117
Antigua and Barbuda,ATG,2021-03-27,109
Antigua and Barbuda,ATG,2021-03-28,101
Antigua and Barbuda,ATG,2021-03-29,93
Antigua and Barbuda,ATG,2021-03-30,85
Antigua and Barbuda,ATG,2021-03-31,77
Antigua and Barbuda,ATG,2021-04-01,68
Antigua and Barbuda,ATG,2021-04-02,68
Antigua and Barbuda,ATG,2021-04-03,67
Antigua and Barbuda,ATG,2021-04-04,65
Antigua and Barbuda,ATG,2021-04-05,62
Antigua and Barbuda,ATG,2021-04-06,60
Antigua and Barbuda,ATG,2021-04-07,57
Antigua and Barbuda,ATG,2021-04-08,55
Antigua and Barbuda,ATG,2021-04-09,53
Antigua and Barbuda,ATG,2021-04-10,51
Antigua and Barbuda,ATG,2021-04-11,51
Antigua and Barbuda,ATG,2021-04-12,51
Antigua and Barbuda,ATG,2021-04-13,51
Antigua and Barbuda,ATG,2021-04-14,51
Antigua and Barbuda,ATG,2021-04-15,102
Antigua and Barbuda,ATG,2021-04-16,154
Antigua and Barbuda,ATG,2021-04-17,179
Antigua and Barbuda,ATG,2021-04-18,203
Antigua and Barbuda,ATG,2021-04-19,228
Antigua and Barbuda,ATG,2021-04-20,252
Antigua and Barbuda,ATG,2021-04-21,277
Antigua and Barbuda,ATG,2021-04-22,250
Antigua and Barbuda,ATG,2021-04-23,204
Antigua and Barbuda,ATG,2021-04-24,185
Antigua and Barbuda,ATG,2021-04-25,165
Antigua and Barbuda,ATG,2021-04-26,146
Antigua and Barbuda,ATG,2021-04-27,127
Antigua and Barbuda,ATG,2021-04-28,108
Antigua and Barbuda,ATG,2021-04-29,89
Antigua and Barbuda,ATG,2021-04-30,89
Antigua and Barbuda,ATG,2021-05-01,89
Antigua and Barbuda,ATG,2021-05-02,89
Antigua and Barbuda,ATG,2021-05-03,89
Antigua and Barbuda,ATG,2021-05-04,89
Antigua and Barbuda,ATG,2021-05-05,89
Antigua and Barbuda,ATG,2021-05-06,89
Antigua and Barbuda,ATG,2021-05-07,89
Antigua and Barbuda,ATG,2021-05-08,82
Antigua and Barbuda,ATG,2021-05-09,76
Antigua and Barbuda,ATG,2021-05-10,70
Antigua and Barbuda,ATG,2021-05-11,63
Antigua and Barbuda,ATG,2021-05-12,126
Antigua and Barbuda,ATG,2021-05-13,189
Antigua and Barbuda,ATG,2021-05-14,252
Antigua and Barbuda,ATG,2021-05-15,322
Antigua and Barbuda,ATG,2021-05-16,391
Antigua and Barbuda,ATG,2021-05-17,460
